Metabolite,Compound.Class,Soil 1,Soil 2,Soil 3,Soil 4,Soil 5,Soil 6,Soil 7,Soil 8,Soil 9,Soil 10,Soil 11,Soil 12,Soil 13,Soil 14,Soil 15,Soil 16,Soil 21,Soil 22,Soil 23,Soil 24,Soil 25,Soil 26,Soil 27,Soil 28,Soil 37,Soil 38,Soil 39,Soil 40,Soil 41,Soil 42,Soil 43,Soil 44,Soil 49,Soil 50,Soil 51,Soil 52,Soil 53,Soil 54,Soil 55,Soil 56,Soil 57,Soil 58,Soil 59,Soil 60,Soil 61,Soil 62,Soil 63,Soil 64,Soil 69,Soil 70,Soil 71,Soil 72,Soil 73,Soil 74,Soil 75,Soil 76,Soil Pre r1,Soil Pre r2,Soil Pre r3,Soil Pre r4
Unknown 095,Unknown,749674.3843,694375.4303,698217.9227,754672.2343,289396.9968,780769.5537,616681.7245,682694.1965,960539.2546,620544.652,755122.2354,610301.6527,954127.1204,862967.338,1023239.828,869723.0648,768157.7075,774361.9168,439826.5575,649310.2499,826050.6244,733204.9431,873412.2722,698205.6032,700277.7886,662682,733476,201176,751934.5642,684191.9303,346460,579797.3564,323079.8317,802343.1214,27915.34328,716173.9977,661912.8817,763737,581234.0845,263709.1103,772423.1958,731716,637908.3612,637554.3905,454589,360410,251160,3334889,510994.9076,719273.657,361989,216451.2666,808742.3113,785117.2163,548505.2125,632124.095,728075.1484,714737.1516,153995.1191,143568
Unknown 096,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645409.8357,922904.5223,0,0,0,381246.8444,0,0,0,0,0,0,788665.7815,0,492591.1063,0,795290.8278,0,0,880667.6479,449183.9034,313743.4912,0,0,0,325892.1467,0,0,0,0,581193.7788,0,0,0,0
Unknown 097,Unknown,204621.5646,211157.7035,1944972.575,176784.2681,845850,357787.002,223945.2988,254604.1167,366436.4761,1869686.856,1918851.752,1947740.405,277245.2986,430682.6729,268349.0926,267480.0944,338641,217523.8002,1808369.141,1655542.995,183968.9788,168182.4246,301253.111,194379.2712,1353953.709,212496.04,139966.8201,195595.3706,1220865.027,1240689.462,934264.8952,173217.6282,706042,2283224.79,275372.3152,2337591.5,1470557,256207.2557,159505.8368,111437.5468,1431892.754,1190279.868,1245634.563,896665.0333,259193,329813.3512,732225,486429.1646,199766.1824,192367.984,291582,163950,421211.6277,266143.2729,1645970.42,1498430.909,259508,268244,252840,235610
Unknown 098,Unknown,1660590.775,2440033.997,3890926.854,4634806.864,1114031.08,1861995.23,3091122.018,3621759.553,1543169.953,2596891.774,3481057.583,3446997.008,155531.5944,1996099.648,2000654.957,3439063.425,1477666.297,3038794.331,2057474.402,3700076.37,1390494.306,2521614.532,3095744.187,3516433.901,1149435.252,1752435.732,2301711.08,2955783.495,1288111.832,1891756.422,2283243.187,3023662.483,792902.3521,1904544.109,632826.5703,3522510.024,398028.8377,2244608.386,1928852.39,1528493.871,1413998.297,2101404.709,2089962.008,3002081.898,888275.2506,674136,1150774.1,1751770.197,392450.5652,2222509.023,2444574.131,2048540.859,345020.3977,2461379.289,1966863.795,3829840.762,205537.1906,191508.5386,212615,3625369.119
Unknown 099,Unknown,841788,1127306,1064425.378,1917213.843,254219.5422,571719.502,1497240.072,662292.9735,856075,1648170.744,2256680.62,1025220.545,2536264.016,2083525.348,1158777,1018488,2486804.823,906002.2716,346341.7696,528794.8714,1478430,332084.4945,1990919,1366385.508,957445.3255,914750,1122998,962003,1272507,681648,287763.9527,374615,278241.7556,455541.2739,48830.44823,1412015.477,913426,1639461,576371,1014499.475,1077299.02,1312681,1819730.995,1180074,512701,1973218.265,518116.0785,1587142.053,991621,1923459.776,343882,235294.7257,2377007.432,1797184.675,398901,1386662.207,2337909.944,2533698.528,3945416.283,1963561.712
Unknown 100,Unknown,119868.0316,142350.1359,138172.9138,110319.6683,51980.43694,211025.4009,126504.0277,92022.11333,110369.1849,117539.4896,105711.3346,88365.07918,57942.5357,1146107.262,1417940.064,1403932.184,211841.0986,111101.9475,90320.75005,272280.2119,106891.8562,122953.5586,54815.40955,97881.11354,412220.5893,441428.4983,214015.5346,329885.1838,260482.7928,289342.1374,419725.8196,303044.2963,36487.25406,214443.6929,13558.96805,198059.5051,691364.4987,230545.6916,176575.998,159422.0352,465183.7519,249393.1278,211006.215,369374.332,1474177.476,780307.0099,169472.4437,270189.531,365161.438,293544.952,660544.5537,249265.2144,396582.0859,337497.3801,375751.9599,386896.2209,236203.2256,333559.1403,342983.0802,269918.8049
Unknown 101,Unknown,2434671.83,2343709.363,2400556.293,2018449.631,46830.07782,1830793.837,195510.6397,1796919.935,1831234.713,1872761.317,2407424.828,1982345.717,1573148.042,115358.4996,976888.5986,1265084.301,1539693.914,2085114.117,4902395.974,1377092.572,1213345.898,1365256.974,1802066.57,1930672.979,4916111.298,1480885.681,1608350.36,1556028.722,203626.6898,3923039.48,1240422.667,1525122.85,4245760,1896779.979,230345.8752,1581398.724,5905437.903,4784280,3467335.454,2315313.984,163005.197,1616827.979,136214.671,1345905.133,7166340,3749231.524,2303847.933,4529344,5046400.969,1610098.443,2599587.148,836126.7794,228872.885,1978517.487,1493837.51,1709576.837,2459527.095,152119.043,100159.5975,71896.15562
Unknown 102,Unknown,753469.2395,746166.7205,11631.26853,1202636.833,2286985.196,176074.3993,2643654.114,33099.45017,2113471.028,0,0,790196.0159,35124.20869,10593.03877,88982.45677,92794.08425,29199.13136,0,2366247.87,58453.49445,49133.99542,0,24730.87176,840799.8851,2114081.675,892985.1499,665133.7532,571831.1798,1404742.263,1088141.264,422904.1187,557248.7156,2856785.087,0,1331111.114,757699.8374,1617411.577,634730.7982,1142554.081,4132820.115,1122138.211,786612.6679,2253797.097,377273.4119,319555.1787,217902.2685,1161432.071,265716.8496,1180292.619,604239.1081,1331136.725,599039.983,20624.8974,0,679751.0111,56576.76013,782986.8,945126.1949,1265887.775,725454.5854
Unknown 103,Unknown,17662301.84,17703974.73,21878795.44,21153900.79,8141528.924,19779425.39,16048633.85,21386718.4,17533351.73,18940805.36,21530944.8,18306425.64,7984002.665,24083204.67,26311979.73,24488753.79,16215150.53,19810992.61,13839899.9,17946238.78,18842824.32,16623046.1,19804114.82,16596569.26,14617366,16076354.61,15934992.03,14845864.2,14483207.13,15152188.85,14709062.11,14562799.51,5820555.596,17806291.53,3197492.354,16792192.26,12589172.74,18965790.73,13078900.17,5793116.847,13736117.36,16962122.49,15317244.95,15879818.46,9807087.106,7783514.127,8723427.509,7838129.419,11939672.18,15558421.1,18362380.05,10863347.93,16403102.8,21077701.08,19416204.04,17998646.68,7096661.893,8212050.707,8391383.308,8471193.023
Unknown 104,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2447901.34,0,0,0,0,0,1662370.419,0,0,0,0,0,0,0,407172.9237,1777690.88,0,0,0,0,0,0,0,0,0,0,8047571.065,0,2005786.465,0,0,0,0,1270638.908,2071978.33,0,0,0,0,0,0,0
Unknown 105,Unknown,1359106.826,1941694.509,1615115.036,1505390.134,1666716.603,2799487.921,1472069.958,1619763.351,1987917.815,1804566.834,1619624.17,1550747.152,3288887.59,2042782.845,2066218.125,1944295.002,2666668.417,2316927.018,1077901.662,2032605.917,2377235.763,2383680.115,2213372.114,1478229.423,1915591.553,1736324.706,1983747.149,1617545.713,4103958.278,2524724.744,1713683.823,1587802.447,1127669.639,2121470.269,166942.9067,2072846.479,2948385.341,1811525.492,1782331.949,872669.2475,1668687.739,1923915.73,2194463.053,1585935.522,2041684.176,1269849.802,1222796.53,868315.147,2924854.359,1769917.896,2055724.087,1180944.574,2075490.443,1735276.896,1447429.414,1755104.55,2801926.538,2152576.988,1974942.81,1776904.775
Unknown 106,Unknown,2963964.051,2565812.203,2905541.249,3376485,1589215,3576249,3570559,1838374.473,3709510.353,2443741.02,4048236.057,1662559.033,1309470.633,3029394.175,3564361,3250248.071,2045727.472,2228088.659,1732330.526,2917685.392,1055866.238,1016563.758,5781175,2277706,5948398.429,5982654,4770040,4685907,4770306,4318788,4276190,2743474,807247,1305901.699,491667,681888.8937,3914950,4486901.03,3920530.531,5012773,5599369,4273511,2853966,5178335,11121312,13125427.05,6919441,36867231.5,4024794,4042018,4751222,2991434,1825233.398,2771226.391,3752461,1204833.786,1200910.44,1095059.918,1145718,1083003.592
Unknown 107,Unknown,122569.8805,184392,201095.2817,127530.8663,477260.8016,619610.5213,471327.506,134806,170068,91832.98518,120580.6283,162700.823,967779.4853,148166.1286,78362.54066,429076,117228.9962,315899.4404,608904.0515,295975.4729,143191.5931,472204.994,737492.8842,641088.2218,1971331.574,2155330.454,1780713.342,1424193.97,1563121.749,1137846.263,1446859.637,838193.7695,446474.7216,193954.5937,128888.7667,443486.6331,870133.5044,950646.8379,1161698.936,1641406.261,1446426.785,995937.3941,573309.0732,1049148.05,2030937.345,1928503.968,1908484.335,1036186.354,654351.1321,599399.3571,1304748.305,749387.939,197557.9725,575002.9292,453393.6929,510065.9201,133541.9665,133284.8192,89985.63711,212924.7986
Unknown 108,Unknown,32361495.31,35726232.73,40089596.57,29035842.23,10777045.12,42394079.44,22411045.75,35880177.6,49390409.63,34469747.58,43381835.49,18721828.19,34262611.38,46397756.01,42764305.58,40823283.38,59416136.74,51463926.58,11216695.67,34789622.8,42716363.57,40817809.51,43562227.68,35794822.25,32391435.15,37752455.35,36932666.83,38496384.71,34495413.67,36903349.01,20127711.99,26156033,11466088.41,36408530.88,191282.2799,36744505.31,50535805.35,50602217.63,36548112.53,2357908.064,52140652.1,45324721.32,31634983.66,31825862.8,37871290.58,11343304.7,7102927.437,2576465.43,47710217.43,44647751.28,26307696.62,9559775.506,51444849.03,43244901.56,34680181.37,25734878.28,46158472.46,49019931.15,48283569.54,39368636.24
Unknown 109,Unknown,20507.42733,148509.2195,84008.31149,6421606.252,2424342.993,10038888.44,150337.3632,8054619.82,11244991.73,7689987.285,13780.07836,4148707.876,207826.6789,20613.24757,10799.82293,9141742.114,74314.17777,11592801.1,2559234.97,119142.3273,9663595.264,9184160.275,9780542.903,7964348.223,7310970.485,36560.80618,46131.32987,114187.8332,161016.5989,8352732.601,106514.0287,69076.41065,79838.48208,8118386.79,55529.42729,124937.3443,51526.18401,21060.00369,20140.65052,45112.19296,68649.76976,47929.30513,41257.38742,92214.20965,28937.09146,22220.84247,33088.41276,641979.7271,43463.02039,10071518.65,39159.61102,41062.55548,12007844.63,9633836.508,7817175.083,5708456.924,133589.5663,157227.2189,125041.4601,118860.8402
Unknown 110,Unknown,0,0,1149113.328,1407083.721,1519486.362,0,2406349.653,2792916.224,0,2852229.653,3037073.404,1824752.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2290356.592,1113585.67,0,1034280.946,0,1835771.338,0,0,0,0
Unknown 111,Unknown,190599.4722,217922,249781.2879,263589.8589,151313.4884,110493.7842,265712.343,211344.6096,230026.7986,226009.7644,213605.0002,143672.575,167068.0406,107793.029,445012.8007,411449.3271,192733.852,202498,171601,318403.9538,153002.4191,329640.2766,198223.7338,187510.0662,235012.8443,456496.3935,210380.5341,448855.5532,86865.60794,394873,222617.1931,170004.4892,81292.74876,112837.617,49723.08621,106317.2627,268258.8037,202710.3123,105708.8146,179444.1663,113056.4066,229030.3716,111903.7504,100571.164,161861.6964,1043436,175800.2081,2310316.009,88974.46661,98460.14461,107283.4312,66304.71412,114921.0569,143351.566,121221.0465,316722.3057,129911.999,130603.8739,140777.6489,113001.7004
Unknown 112,Unknown,2046987.478,3953359.865,2986677.238,871169.0024,1764055.662,4723160.943,1038703.903,3028626.437,3646633.165,2548390.635,1368646.975,875256.1817,1259014.26,2778610.01,2363381.71,3602734.998,1157430.481,1074742.396,939191.1484,1189193.49,1274875.919,1335123.118,3615206.13,3024030.982,4916071.401,5541491.673,4190652.861,4034353.77,3398233.824,1320280.101,3401422.152,1362487.291,820564.1766,1184549.431,418712,3638434.723,1772086.24,2258500.134,2665586.373,3991163.101,4882513.754,2723946.255,1353893.302,1640745.865,5094247.105,6947942.365,3398132.784,5619984.548,3772291.939,1048902.351,2299223.598,2254296,1154743.307,5281929.953,3351954.829,3695142.649,2750008,2803728,2560424,2500896
Unknown 113,Unknown,1174169.188,1182848.103,2099128.308,3400439.534,784584.6608,2062416.523,2682249.827,749324.0875,3122124.539,2274027.61,2766127.61,2028554.8,483633.0192,1075643.45,2314574.971,2056313.123,1268755.74,550925.2989,918107.2026,1546073.849,1438400.86,1958834.331,2147445.231,1857175.88,1724969.432,2381587.336,2445230.27,2925459.666,2111889.947,1793093.887,1613863.861,1236756.43,840782.7115,1903866.402,68719.54945,1043633.386,2217923.582,428669.4785,3895512.381,773734.1906,2104751.374,1458275.205,1718701.715,3536581.238,12168000,9368530.779,216444.9726,352717.4187,2277954.908,2865671.748,2325464.962,1879920.137,935217.43,1362786.604,1099267.302,3316098.771,2182580.735,936698.9177,2314311.707,294880.0986
Unknown 114,Unknown,321981.9887,372991.7864,163852.9028,205853.7168,156576.9782,205939.9873,234169.9164,264869.4014,397774,323233.413,212273.5863,216736.8567,176092.9811,197486.2395,121515.8798,127153.2528,358999,281549.3978,111918.7346,197788.7382,373831.2825,266878.5287,187897.3126,201456.4923,190228.8533,205796.981,247561.7718,249548.7987,344568.1579,109286.7201,117096.6892,151279.8317,204814.1145,419496.5172,17187.08283,192800.1101,184590.3224,156836.9496,223890.9346,101018.4316,147770.3067,131957.0964,137458.8944,430496.9403,865263.2093,194958.5029,349790.0937,500710.1813,232005.6389,188314.54,193307.6574,113233.3981,343031,156295.548,166915.9616,264705.5772,242022.6084,235656.2267,272306.5754,332753.2781
Unknown 115,Unknown,552115.5628,497736.2946,517449.5477,398283.3653,264345.4347,766796.114,378058.2917,325884,364509.7066,394097.9108,399575.9935,374806.6847,523693.0928,436815.7722,451981.7435,452360,443033.9655,343510.5437,572879.6621,3844042.64,642934.4572,368473,486682.4216,318321.2914,2564426.871,644971,429924,439088,539303,515073,206386.1407,434195,243986.293,478621.8144,355043.0483,3917399.639,3087705.47,2572694.423,439319.2793,354668.4213,554979,534859,417410.1544,1753164,8295497.481,4038768.447,2848219.12,1251312.949,1603818,1538187.481,497817.0309,309316.3571,623386.4162,438811.1892,299122.0527,373386.7392,586961.8491,336387.2654,374315.4028,358984.1577
Unknown 116,Unknown,338995.2293,215269.541,120836.8087,124545.9415,419963.4778,253170.8167,111743.1347,203464.6348,438403.7353,151940.2427,425669.9008,152398.6364,167867,313067.376,186742.3775,303606.5461,409129.0905,414525.4079,221154.0378,369066.0107,270334.2704,273541.4604,351198.9595,286121.8243,8559447.428,8548524.882,5711972.88,8922770.647,4369117.823,6377963.704,4605508.269,3886635.528,170318.6811,575453.2753,38306.2084,330162.2643,9904040.411,8248081.892,7677667.504,5181344.272,6951639.165,6654852.507,4174598.779,4783310.776,1827561.444,917416.1487,11503973.62,1033231.679,4662616.557,4055837.343,8121048.735,4142480.859,2343568.398,2528199.207,2141278.365,1574877.939,3256826.991,3480244.156,3465641.755,3381381.036
Unknown 117,Unknown,310723.1121,430617.0744,376134,267470.488,152787,562347.5279,311040.8591,297528.0533,345460,344343.5467,378158.2881,231489.4466,142057.0206,366188.5395,275589.5167,221494.8634,554246.3406,220636.0774,177491.8745,215664,410816,246517.9684,340450.746,224575,489680.3823,289036.9342,264381.6247,1903664,332771.1181,245015.4375,179225.8643,274439.0621,429726.1169,342223.1787,14157.21778,275439.8045,291632.3154,530494.9448,1730603.832,318538.1029,383605.6622,276869.5309,307548.7125,526796.0282,6945653.133,4257098.629,640108.4014,4927282.656,909986.3523,386474,449065,262920,381239.5698,478920.2048,254717.1862,254410.9592,200214,186811,485292,1143556
Unknown 118,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384834.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126322.2981,0,0,1229398.726,705406.7151,561479.5635,1115718.341,0,180641.1726,396461.3892,127692.8197,76720.14863,0,0,44023.15946,1022372.712,832486.1931,775582.3654,916345.5976
Unknown 119,Unknown,1051020.618,880048.2415,523712.5988,822107.7306,665396.2036,889820.2407,558692.5953,810737.6678,952120.7585,783545.8044,836925.3962,845536.566,658422.3461,858690.0575,758129.751,539491.4084,971380.8464,710359.5407,567563.7719,845769.0263,981675.2299,656254.0775,703575.6771,624772.5466,689797.6777,753072.7893,614736.978,686655.9257,848378.5493,841021.5787,670897.2888,609902.4487,486672.7414,822185.9645,148700.9958,728684.7199,316893.8173,690969.8031,698868.1323,957645.888,858005.6451,723892.1574,636065.6856,811212.6258,430660.1575,666680.8764,481549.7693,543709.6523,470152.4059,745225.9521,552196.6721,482657.6577,785270.9022,674902.5297,720804.9038,1006558.327,970602.2845,756998.438,697100.8929,848504.6306
Unknown 120,Unknown,1992787.725,2621076.25,3058101.93,1809005.768,2460050.843,3383633.843,1862554.46,2351960.464,3813249.012,3497504.724,3439530.453,1749411.447,4635690.791,3361942.801,3609680.397,3426593.293,3908451.474,3532009.885,1474660.987,2560520.644,2846320.055,3049471.542,2757903.929,2718666.411,2084096.4,2742769.913,3165393.649,2087735.771,2271320.347,2571029.275,1997979.309,2065510.852,1798832.228,2265505.448,207579.0877,2835582.798,4398609.718,2658927.643,1819473.545,903187.2245,3665129.407,2971990.691,2029522.555,1908387.758,2223516.618,908546.4976,859740.8449,490392.8216,3123913.115,2814167.083,2202955.02,1468590.097,4078415.345,3156788.61,2421272.89,2286816.63,4465594.516,4044041.081,4325572.268,3626494.725
Unknown 121,Unknown,809886.4445,593328.3636,508344.6392,419061.4755,356091.9526,795314.1673,1632001.018,1882852.381,1874262.318,441279.86,3543413.378,2127758.606,346338.0982,633271.944,665307.8121,540386.9912,885877.0595,742833.1881,349209.0801,763700.0207,540094.3156,504888.8084,707544.7079,515690.5931,675803.3466,741407.7287,626987.7872,418981.3352,697460.0269,480765.1427,477295.0337,550146.9198,323025.5654,745274.3736,450.5306132,559269.171,500725.0608,662448.035,2435505.105,1986752.095,567497.0846,773418.8117,607412.9497,806926.8632,276743.2929,240543.5993,207657.1175,258438.6146,306007.5577,365448.8806,185323.5425,866091.1121,828052.0364,421916.4809,255796.4951,538327.0319,487094.104,253026.3395,373303.1706,382009.677
Unknown 122,Unknown,309929.048,189302.406,122853.4148,418947.9046,228433.8094,325580.4553,399823.8422,410748.8526,201972.9085,320657.9351,123400.1179,399536.9011,651662.0059,479378.9835,603108.4732,477355.7785,352978.992,179716.1554,374919.2075,476125.4785,388062.4791,409435.2527,191318.337,222202.7252,301687.4063,152750.6995,390658.9231,221680.0228,332143.1861,324336.6454,190534.4108,240534.2671,123501.6475,257639.4287,0,343543.3806,259749.2589,264725.4396,144280.0365,377670.919,246178.6931,277875.3542,437699.2517,274918.2852,38261.46387,5673.589686,0,6817.968644,178238.6358,244943.0558,199563.7226,214931.4508,376840.3101,230706.7119,128198.3533,473783.4367,950538.6267,858152.1688,967279.7426,750869.8889
Unknown 123,Unknown,2886123.521,4153250.609,2929063.422,3573280.389,1854469.265,3411462.581,3190338.921,2368706.51,3895387.476,3043324.963,3717013.251,2846130.873,1534301.127,2239651.864,2086204.352,2145878.934,1882789.628,2513330.97,3279026.732,4044128.832,1860101.463,2311372.181,2196171.494,1381080.647,2660219.681,2815443.223,2331155.81,3269686.789,2334175.549,2102276.626,2822673.588,2169436.628,1381476.738,2552098.558,387564.5658,2393600.714,1758073.019,2648450.316,1760213.22,1837172.455,2965687.027,2621310.784,2358682.879,3250256.846,1895255.007,1893347.656,1377062.616,2127196.718,2891841.23,2369831.748,3285827.256,1522077.581,1991851.706,2383333.73,1536991.466,4035805.267,903595.3515,948598.3184,1040743.67,1124091.486
Unknown 124,Unknown,2483545.102,1390822.074,625726.4686,584178.0836,937080.4367,1913437.326,1371476.974,339094.9934,953143.0759,575158.7864,556902.5237,3829704.904,1859456.772,3198197.072,3273301.762,2598940,306871.3694,834933.1726,515391.2648,870556.1414,312586.7648,1507940.001,960214.655,1785223.769,1445907.082,1367662.828,1014854.323,1335907.426,770107.8947,702152.9966,1406461.991,639706.7746,624447.4216,882941.7292,1247462.248,2605465.681,1179644.756,714836.894,704456.7624,1262410.5,1259331.608,779962.177,3436938.24,855514.4652,2763837.215,3169784.001,2513568.755,2736950.166,1575953.437,604902.3582,1279037.991,389698.6112,3237137,558467.8715,2087551.048,1432133.784,2633416,4274320,4068203,4423091
